ATC code,ATC level name
V09AB01,iodine iofetamine (123I)
V09AB02,iodine iolopride (123I)
V09AB03,iodine ioflupane (123I)
V09AX01,indium (111In) pentetic acid
V09AX03,iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane
V09AX04,flutemetamol (18F)
V09AX05,florbetapir (18F)
V09AX06,florbetaben (18F)
V09BA01,technetium (99mTc) oxidronic acid
V09BA02,technetium (99mTc) medronic acid
V09BA03,technetium (99mTc) pyrophosphate
V09BA04,technetium (99mTc) butedronic acid
V09CA01,technetium (99mTc) pentetic acid
V09CA02,technetium (99mTc) succimer
V09CA03,technetium (99mTc) mertiatide
V09CA04,technetium (99mTc) gluceptate
V09CA05,technetium (99mTc) gluconate
V09CA06,technetium (99mTc) ethylenedicysteine
V09CX01,sodium iodohippurate (123I)
V09CX02,sodium iodohippurate (131I)
V09CX03,sodium iothalamate (125I)
V09CX04,chromium (51Cr) edetate
V09DA01,technetium (99mTc) disofenin
V09DA02,technetium (99mTc) etifenin
V09DA03,technetium (99mTc) lidofenin
V09DA04,technetium (99mTc) mebrofenin
V09DA05,technetium (99mTc) galtifenin
V09DB01,technetium (99mTc) nanocolloid
V09DB02,technetium (99mTc) microcolloid
V09DB03,technetium (99mTc) millimicrospheres
V09DB04,technetium (99mTc) tin colloid
V09DB05,technetium (99mTc) sulfur colloid
V09DB06,technetium (99mTc) rheniumsulfide colloid
V09DB07,technetium (99mTc) phytate
V09DX01,selenium (75Se) tauroselcholic acid
V09EA01,technetium (99mTc) pentetic acid
V09EA02,technetium (99mTc) technegas
V09EA03,technetium (99mTc) nanocolloid
V09EB01,technetium (99mTc) macrosalb
V09EB02,technetium (99mTc) microspheres
V09EX01,krypton (81mKr) gas
V09EX02,xenon (127Xe) gas
V09EX03,xenon (133Xe) gas
V09FX01,technetium (99mTc) pertechnetate
V09FX02,sodium iodide (123I)
V09FX03,sodium iodide (131I)
V09FX04,sodium iodide (124I)
V09GA01,technetium (99mTc) sestamibi
V09GA02,technetium (99mTc) tetrofosmin
V09GA03,technetium (99mTc) teboroxime
V09GA04,technetium (99mTc) human albumin
V09GA05,technetium (99mTc) furifosmin
V09GA06,technetium (99mTc) stannous agent labelled cells
V09GA07,technetium (99mTc) apcitide
V09GB01,fibrinogen (125I)
V09GB02,iodine (125I) human albumin
V09GX01,thallium (201Tl) chloride
V09GX02,indium (111In) imciromab
V09GX03,chromium (51Cr) chromate labelled cells
V09GX04,rubidium (82Rb) chloride
V09HA01,technetium (99mTc) human immunoglobulin
V09HA02,technetium (99mTc) exametazime labelled cells
V09HA03,technetium (99mTc) antigranulocyte antibody
V09HA04,technetium (99mTc) sulesomab
V09HB01,indium (111In) oxinate labelled cells
V09HB02,indium (111In) tropolonate labelled cells
V09HX01,gallium (67Ga) citrate
V09IA01,technetium (99mTc) antiCarcinoEmbryonicAntigen antibody
V09IA02,technetium (99mTc) antimelanoma antibody
V09IA03,technetium (99mTc) pentavalent succimer
V09IA04,technetium (99mTc) votumumab
V09IA05,technetium (99mTc) depreotide
V09IA06,technetium (99mTc) arcitumomab
V09IA07,technetium (99mTc) hynic-octreotide
V09IA08,technetium (99mTc) etarfolatide
V09IA09,technetium (99mTc) tilmanocept
V09IB01,indium (111In) pentetreotide
V09IB02,indium (111In) satumomab pendetide
V09IB03,indium (111In) antiovariumcarcinoma antibody
V09IB04,indium (111In) capromab pendetide
V09IX01,iobenguane (123I)
V09IX02,iobenguane (131I)
V09IX03,iodine (125I) CC49-monoclonal antibody
V09IX04,fludeoxyglucose (18F)
V09IX05,fluorodopa (18F)
V09IX06,sodium fluoride (18F)
V09IX07,fluorocholine(18F)
V09IX08,fluoroethylcholine (18F)
V09IX09,gallium (68Ga) edotreotide
V09IX10,fluoroethyl-L-tyrosine (18F)
V09IX11,fluoroestradiol (18F)
V09IX12,fluciclovine (18F)
V09XA01,iodine (131I) norcholesterol
V09XA02,iodocholesterol (131I)
V09XA03,iodine (131I) human albumin
V09XX01,cobalt (57Co) cyanocobalamine
V09XX02,cobalt (58Co) cyanocobalamine
V09XX03,selenium (75Se) norcholesterol
V09XX04,ferric (59Fe) citrate
V10AA01,yttrium (90Y) citrate colloid
V10AA02,yttrium (90Y) ferrihydroxide colloid
V10AA03,yttrium (90Y) silicate colloid
V10AX01,phosphorous (32P) chromicphosphate colloid
V10AX02,samarium (153Sm) hydroxyapatite colloid
V10AX03,dysprosium (165Dy) colloid
V10AX04,erbium (169Er) citrate colloid
V10AX05,rhenium (186Re) sulfide colloid
V10AX06,gold (198Au) colloidal
V10BX01,strontium (89Sr) chloride
V10BX02,samarium (153Sm) lexidronam
V10BX03,rhenium (186Re) etidronic acid
V10XA01,sodium iodide (131I)
V10XA02,iobenguane (131I)
V10XA53,tositumomab/iodine (131I) tositumomab
V10XX01,sodium phosphate (32P)
V10XX02,ibritumomab tiuxetan (90Y)
V10XX03,radium (223Ra) dichloride
V10XX04,lutetium (177Lu) oxodotreotide
