bnf_chemical_substance,bnf_chapter,bnf_name,bnf_code,drug,form,dose,misc1,combination
Sofosbuvir/Velpatasvir/Voxilaprevir,1,1,1,1,1,1,0,1
Soft Soap,10,10,10,10,10,3,0,10
Solifenacin,9,9,9,9,9,9,0,9
Solifenacin/Tamsulosin,2,2,2,2,2,2,0,2
Soluble Insulin (Neutral Insulin),67,67,67,67,35,42,0,67
Solvent Ether,1,1,1,1,1,0,0,1
Somatorelin,2,2,2,2,2,2,0,2
Somatrem,2,2,2,2,2,1,0,2
Somatropin,100,100,100,100,100,100,0,100
Sorafenib,2,2,2,2,2,2,0,2
Sotalol Hydrochloride,36,36,36,36,36,35,0,36
Sotalol Hydrochloride With Diuretic,4,4,4,4,4,2,0,4
Specific Allergy Preparations,13,13,13,13,13,11,0,13
Spectinomycin Hydrochloride,2,2,2,2,2,2,0,2
Spermicidal Contraceptive Prep's,5,5,5,5,5,2,0,5
Spiramycin,12,12,12,12,12,12,0,12
Spironolactone,132,132,132,132,132,131,0,132
Spironolactone With Loop Diuretics,2,2,2,2,2,2,0,2
Spironolactone With Thiazides,16,16,16,16,16,11,0,16
Squill,7,7,7,7,7,0,0,7
Squill Opiate,13,13,13,13,13,0,0,13
Squill/Ipecac,2,2,2,2,2,1,0,2
Stannous Fluoride,5,5,5,5,5,5,0,5
Stanozolol,6,6,6,6,6,6,0,6
Starch,1,1,1,1,1,1,0,1
Stavudine,10,10,10,10,10,10,0,10
Ster Larvae,33,33,33,33,21,27,0,33
Sterculia,14,14,14,14,14,11,0,14
Sterile Water,49,49,49,49,32,47,0,49
Sterile Water For Bladder Instillations,21,21,21,21,21,18,0,21
Stiripentol,8,8,8,8,8,8,0,8
Streptokinase,20,20,20,20,20,20,0,20
Streptokinase & Streptodornase,6,6,6,6,5,1,0,6
Streptomycin,2,2,2,2,2,2,0,2
Strontium Ranelate,2,2,2,2,2,2,0,2
Sucralfate,24,24,24,24,24,22,0,24
Sucrase,1,1,1,1,1,0,0,1
Sucroferric Oxyhydroxide,2,2,2,2,2,2,0,2
Sucrose,5,5,5,5,5,4,0,5
Sulconazole Nitrate,2,2,2,2,2,1,0,2
Sulfacetamide Sodium,38,38,38,38,38,35,0,38
Sulfadiazine,10,10,10,10,10,9,0,10
Sulfadimethoxine,2,2,2,2,2,2,0,2
Sulfadimidine,4,4,4,4,4,4,0,4
Sulfadimidine Sodium,2,2,2,2,2,2,0,2
Sulfaguanidine,3,3,3,3,3,1,0,3
Sulfamethizole,2,2,2,2,2,2,0,2
Sulfamethoxypyridazine,7,7,7,7,7,6,0,7
Sulfametopyrazine,5,5,5,5,5,4,0,5
Sulfaphenazole,2,2,2,2,2,2,0,2
Sulfapyridine,8,8,8,8,8,8,0,8
Sulfasalazine,27,27,27,27,27,27,0,27
Sulfathiazole,2,2,2,2,2,2,0,2
Sulfinpyrazone,7,7,7,7,7,7,0,7
Sulfiram,4,4,4,4,4,4,0,4
Sulfur,49,49,49,49,49,9,0,49
Sulfur Precipitated,6,6,6,6,6,0,0,6
Sulfurated Potash,1,1,1,1,1,0,0,1
Sulindac,5,5,5,5,5,4,0,5
Sulphafurazole,4,4,4,4,4,4,0,4
Sulphaurea,2,2,2,2,2,0,0,2
Sulpiride,30,30,30,30,30,29,0,30
Sultamicillin Tosilate,2,2,2,2,2,2,0,2
Sultiame,8,8,8,8,8,8,0,8
Sumatriptan Succinate,23,23,23,23,23,23,0,23
Sunflower,11,11,11,11,11,2,0,11
Sunitinib,6,6,6,6,6,6,0,6
Suprofen,2,2,2,2,2,2,0,2
Suxamethonium Chloride,6,6,6,6,6,6,0,6
Tacalcitol,4,4,4,4,4,4,0,4
Tacrine Hydrochloride,6,6,6,6,6,6,0,6
Tacrolimus,71,71,71,71,71,71,0,71
Tadalafil,9,9,9,9,9,9,0,9
Tadalafil (Vasodilator Antihypertensive),2,2,2,2,2,2,0,2
Tafamidis,2,2,2,2,2,2,0,2
Tafluprost,4,4,4,4,4,4,0,4
Tafluprost & Timolol,2,2,2,2,2,2,0,2
Talampicillin Hydrochloride,5,5,5,5,5,5,0,5
Talc Purified,4,4,4,4,4,0,0,4
Tamoxifen Citrate,33,33,33,33,33,32,0,33
Tamsulosin & Dutasteride Hydrochloride,2,2,2,2,2,2,0,2
Tamsulosin Hydrochloride,33,33,33,33,33,33,0,33
Tannic Acid,4,4,4,4,4,2,0,4
Tapentadol Hydrochloride,16,16,16,16,16,16,0,16
Tar,1,1,1,1,1,0,0,1
Tars,209,209,209,209,209,84,0,209
Taurine,16,16,16,16,16,16,0,16
Taurolidine,3,3,3,3,3,3,0,3
Tazarotene,4,4,4,4,4,4,0,4
Tedizolid,4,4,4,4,4,4,0,4
Tegafur,4,4,4,4,4,4,0,4
Tegafur/Gimeracil/Oteracil,4,4,4,4,4,4,0,4
Tegaserod Maleate,2,2,2,2,2,2,0,2
Teicoplanin,6,6,6,6,6,6,0,6
Telaprevir,2,2,2,2,2,2,0,2
Telbivudine,2,2,2,2,2,2,0,2
Telithromycin,2,2,2,2,2,2,0,2
Telmisartan,10,10,10,10,10,10,0,10
Telmisartan with Diuretic,12,12,12,12,12,12,0,12
Telotristat Ethyl,2,2,2,2,2,2,0,2
Temafloxacin Hydrochloride,5,5,5,5,5,5,0,5
Temazepam,30,30,30,30,30,30,0,30
Temocillin Sodium,5,5,5,5,5,5,0,5
Temoporfin,8,8,8,8,8,8,0,8
Temozolomide,18,18,18,18,18,18,0,18
Temsirolimus,2,2,2,2,2,2,0,2
Tenecteplase,4,4,4,4,4,4,0,4
Tenofovir Alafenamide,2,2,2,2,2,2,0,2
Tenofovir Disoproxil,10,10,10,10,10,10,0,10
Tenoxicam,9,9,9,9,9,9,0,9
Terazosin Hydrochloride,21,21,21,21,21,14,0,21
Terbinafine Hydrochloride,18,18,18,18,18,17,0,18
Terbutaline Sulphate,50,50,50,50,50,48,0,50
Terfenadine,24,24,24,24,24,24,0,24
Teriflunomide,2,2,2,2,2,2,0,2
Teriparatide,4,4,4,4,4,4,0,4
Terlipressin,5,5,5,5,5,5,0,5
Terodiline Hydrochloride,5,5,5,5,5,5,0,5
Terpin Hydrate,4,4,4,4,3,1,0,4
Tertatolol,2,2,2,2,2,2,0,2
Testolactone,3,3,3,3,3,3,0,3
Testosterone,67,67,67,67,66,66,0,67
Testosterone Enantate,2,2,2,2,2,2,0,2
Testosterone Esters,4,4,4,4,4,3,0,4
Testosterone Propionate,24,24,24,24,24,24,0,24
Testosterone Undecanoate,9,9,9,9,9,9,0,9
Tetanus,19,19,19,19,19,17,0,19
Tetanus Immunoglobulin,7,7,7,7,7,7,0,7
Tetrabenazine,23,23,23,23,23,22,0,23
Tetracaine,6,6,6,6,6,6,0,6
Tetracaine Hydrochloride,17,17,17,17,17,12,0,17
Tetracosactide,6,6,6,6,6,6,0,6
Tetracycline,40,40,40,40,40,37,0,40
Tetracycline Buffered Complex,2,2,2,2,2,2,0,2
Tetracycline Combined Preparations,10,10,10,10,10,1,0,10
Tetracycline Hydrochloride,14,14,14,14,14,12,0,14
Tetryzoline HCl/Antazoline HCl,2,2,2,2,2,1,0,2
Tezacaftor/Ivacaftor,2,2,2,2,2,2,0,2
Thalidomide (Antileprotic),11,11,11,11,11,11,0,11
Thalidomide (Immunomodulating),2,2,2,2,2,2,0,2
Theobroma Oil,2,2,2,2,2,0,0,2
Theophylline,66,66,66,66,66,65,0,66
Thiamazole,6,6,6,6,6,6,0,6
Thiamine Hydrochloride,59,59,59,59,57,57,0,59
Thiethylperazine Maleate,10,10,10,10,10,10,0,10
Thioctic Acid,3,3,3,3,3,3,0,3
Thiomersal,1,1,1,1,1,1,0,1
Thiopental Sodium,5,5,5,5,5,5,0,5
Thiopropazate Hydrochloride,2,2,2,2,2,2,0,2
Thioridazine,38,38,38,38,38,37,0,38
Thiotepa,5,5,5,5,5,5,0,5
Thromboplastin,2,2,2,2,2,2,0,2
Thymol,29,29,29,29,28,1,0,29
Thyroid,24,24,24,24,24,24,0,24
Thyroid Extracts,3,3,3,3,3,3,0,3
Thyrotrophin,2,2,2,2,2,2,0,2
Thyrotropin Alfa,2,2,2,2,2,2,0,2
Tiabendazole,12,12,12,12,12,11,0,12
Tiagabine,8,8,8,8,8,8,0,8
Tiaprofenic Acid,8,8,8,8,8,8,0,8
Tibolone,3,3,3,3,3,3,0,3
Ticagrelor,6,6,6,6,6,6,0,6
Ticarcillin Sodium,9,9,9,9,9,9,0,9
Ticarcillin Sodium With Sodium Chloride,6,6,6,6,6,6,0,6
Ticarcillin With Clavulanic Acid,6,6,6,6,6,6,0,6
Tick-Borne Encephalitis Vaccine,7,7,7,7,7,7,0,7
Ticlopidine Hydrochloride,4,4,4,4,4,4,0,4
Tigecycline,2,2,2,2,2,2,0,2
Tigloidine Hydrobromide,2,2,2,2,2,2,0,2
Tildrakizumab,2,2,2,2,2,2,0,2
Tiludronic Acid,2,2,2,2,2,2,0,2
Timolol,42,42,42,42,42,42,0,42
Timolol & Bimatoprost,4,4,4,4,4,4,0,4
Timolol & Brimonidine,2,2,2,2,2,1,0,2
Timolol & Travoprost,2,2,2,2,2,2,0,2
Timolol With Diuretic,8,8,8,8,8,3,0,8
Timothy Grass Pollen Allergen Extract,2,2,2,2,2,1,0,2
Tinidazole,6,6,6,6,6,5,0,6
Tinzaparin Sodium,36,36,36,36,36,36,0,36
Tioconazole,4,4,4,4,4,4,0,4
Tioguanine,4,4,4,4,4,4,0,4
Tiopronin,5,5,5,5,5,5,0,5
Tiotixene,4,4,4,4,4,4,0,4
Tiotropium,8,8,8,8,8,8,0,8
Tiotropium Brom/Olodaterol,2,2,2,2,2,2,0,2
Tipranavir,4,4,4,4,4,4,0,4
Tisopurine,2,2,2,2,2,2,0,2
Titanium Dioxide,24,24,24,24,24,9,0,24
Tivozanib,4,4,4,4,4,4,0,4
Tizanidine Hydrochloride,17,17,17,17,17,17,0,17
Tobramycin,26,26,26,26,26,26,0,26
Tobramycin With Sodium Chloride,3,3,3,3,3,3,0,3
Tocainide Hydrochloride,9,9,9,9,9,9,0,9
Tocilizumab,10,10,10,10,10,10,0,10
Tocofersolan,2,2,2,2,2,2,0,2
Tocopheryl Acetate,29,29,29,29,29,29,0,29
Tofacitinib,5,5,5,5,5,5,0,5
Tolazamide,4,4,4,4,4,4,0,4
Tolazoline Hydrochloride,2,2,2,2,2,2,0,2
Tolbutamide,16,16,16,16,16,15,0,16
Tolcapone,4,4,4,4,4,4,0,4
Tolfenamic Acid,4,4,4,4,4,4,0,4
Tolmetin,7,7,7,7,7,7,0,7
Tolnaftate,38,38,38,38,38,26,0,38
Tolrestat,2,2,2,2,2,2,0,2
Tolterodine,22,22,22,22,22,22,0,22
Tolvaptan,14,14,14,14,14,14,0,14
Topiramate,66,66,66,66,66,66,0,66
Topotecan,12,12,12,12,12,12,0,12
Torasemide,10,10,10,10,10,10,0,10
Toremifene Citrate,2,2,2,2,2,2,0,2
Tosychloramide Sodium,2,2,2,2,2,1,0,2
Trabectedin,4,4,4,4,4,4,0,4
Tramadol Hydrochloride,119,119,119,119,119,118,0,119
Trametinib,4,4,4,4,4,4,0,4
Trandolapril,14,14,14,14,14,14,0,14
Trandolapril + Calcium Channel Blocker,2,2,2,2,2,0,0,2
Tranexamic Acid,37,37,37,37,37,37,0,37
Tranylcypromine Sulfate,4,4,4,4,4,2,0,4
Trastuzumab,15,15,15,15,15,15,0,15
Travoprost,3,3,3,3,3,3,0,3
Trazodone Hydrochloride,19,19,19,19,19,19,0,19
Treosulfan,7,7,7,7,7,7,0,7
Tretinoin,29,29,29,29,29,29,0,29
Triamcinolone,7,7,7,7,7,7,0,7
Triamcinolone Acetonide,62,62,62,62,62,35,0,62
Triamcinolone Hexacetonide,7,7,7,7,7,7,0,7
Triamterene,2,2,2,2,2,2,0,2
Triamterene With Loop Diuretics,2,2,2,2,2,1,0,2
Triamterene With Thiazides,6,6,6,6,6,3,0,6
Triazolam,5,5,5,5,5,5,0,5
Trichloroacetic Acid,15,15,15,15,15,13,0,15
Trichloroethylene,2,2,2,2,2,0,0,2
Triclocarban,2,2,2,2,2,1,0,2
Triclofos Sodium,1,1,1,1,1,1,0,1
Triclosan,37,37,37,37,36,17,0,37
Trientine Dihydrochloride,5,5,5,5,5,5,0,5
Trientine Tetrahydrochloride,2,2,2,2,2,2,0,2
Triethanolamine,2,2,2,2,2,0,0,2
Trifluoperazine,34,34,34,34,34,31,0,34
Trifluperidol,4,4,4,4,4,4,0,4
Trifluridine (Antivirals),7,7,7,7,7,7,0,7
Trifluridine/Tipiracil,4,4,4,4,4,4,0,4
Trihexyphenidyl Hydrochloride,26,26,26,26,26,23,0,26
Trilostane,4,4,4,4,4,4,0,4
Trimetaphan Camsilate,2,2,2,2,2,2,0,2
Trimetazidine Hydrochloride,4,4,4,4,4,4,0,4
Trimethadione,2,2,2,2,2,2,0,2
Trimethoprim,34,34,34,34,34,34,0,34
Trimipramine Maleate,15,15,15,15,15,15,0,15
Trioxsalen,1,1,1,1,1,1,0,1
Tripotassium Dicitratobismuthate,4,4,4,4,4,4,0,4
Triprolidine Hydrochloride,8,8,8,8,8,8,0,8
Triptorelin,2,2,2,2,2,2,0,2
Triptorelin (Acetate),6,6,6,6,6,6,0,6
Triptorelin Embonate,4,4,4,4,4,4,0,4
Trisodium Edetate,2,2,2,2,2,2,0,2
Tritoqualine,2,2,2,2,2,2,0,2
Troglitazone,6,6,6,6,6,6,0,6
Tropicamide,10,10,10,10,10,10,0,10
Tropisetron,6,6,6,6,6,6,0,6
Trospium Chloride,9,9,9,9,9,9,0,9
Tryptophan,11,11,11,11,11,6,0,11
Tubocurarine Chloride,3,3,3,3,3,3,0,3
Tulobuterol Hydrochloride,5,5,5,5,5,5,0,5
Turpentine Oil,8,8,8,8,8,0,0,8
Tyloxapol,3,3,3,3,3,3,0,3
Typhoid,10,10,10,10,10,8,0,10
Typhoid-Paratyphoid A & B,2,2,2,2,2,1,0,2
Typhoid-Paratyphoid A & B & Cholera,2,2,2,2,2,1,0,2
Tyrothricin,1,1,1,1,1,1,0,1
Ulipristal Acet,2,2,2,2,2,2,0,2
Ulipristal Acetate (Emergency Cont),2,2,2,2,2,2,0,2
Ulobetasol Propionate,2,2,2,2,2,2,0,2
Umeclidinium Brom,2,2,2,2,2,2,0,2
Umeclidinium Brom/Vilanterol,2,2,2,2,2,2,0,2
Undecenoates,20,20,20,20,20,8,0,20
Urea,53,53,53,53,52,32,0,53
Urea Hydrogen Peroxide,4,4,4,4,4,4,0,4
Urine Testing Reagents,20,20,20,20,19,0,0,20
Urofollitropin,13,13,13,13,13,13,0,13
Urokinase,11,11,11,11,11,6,0,11
Ursodeoxycholic Acid,48,48,48,48,48,47,0,48
Ustekinumab (Crohn's),2,2,2,2,2,2,0,2
Ustekinumab (Psoriasis),6,6,6,6,6,6,0,6
Valaciclovir,10,10,10,10,10,10,0,10
Valdecoxib,6,6,6,6,6,6,0,6
Valganciclovir Hydrochloride,7,7,7,7,7,7,0,7
Valproic Acid,24,24,24,24,24,24,0,24
Valsartan,16,16,16,16,16,16,0,16
Valsartan with Diuretic,6,6,6,6,6,6,0,6
Valsartan/Amlodipine,6,6,6,6,6,6,0,6
Vancomycin Hydrochloride,23,23,23,23,23,21,0,23
Vandetanib,4,4,4,4,4,4,0,4
Vardenafil,8,8,8,8,8,8,0,8
Varenicline Tartrate,8,8,8,8,4,8,0,8
Varicella Vaccine Live,5,5,5,5,5,5,0,5
Varicella-Zoster Immunoglobulin,3,3,3,3,3,2,0,3
Vasopressin Tannate,1,1,1,1,1,1,0,1
Vecuronium Bromide,3,3,3,3,3,3,0,3
Vedolizumab,2,2,2,2,2,2,0,2
Vemurafenib,2,2,2,2,2,2,0,2
Venlafaxine,96,96,96,96,96,96,0,96
Veralipride,2,2,2,2,2,2,0,2
Verapamil Hydrochloride,74,74,74,74,74,73,0,74
Verteporfin,2,2,2,2,2,2,0,2
Vidarabine,2,2,2,2,2,2,0,2
Vigabatrin,42,42,42,42,42,41,0,42
Vildagliptin,2,2,2,2,2,2,0,2
Viloxazine Hydrochloride,2,2,2,2,2,2,0,2
Vinblastine Sulfate,5,5,5,5,5,5,0,5
Vincristine Sulfate,16,16,16,16,16,16,0,16
Vindesine Sulfate,2,2,2,2,2,2,0,2
Vinorelbine,10,10,10,10,10,10,0,10
Vinpocetine,2,2,2,2,2,2,0,2
Vismodegib,2,2,2,2,2,2,0,2
Vitamin A,33,33,33,33,33,24,0,33
Vitamin B & C Injection,9,9,9,9,9,9,0,9
Vitamin B Compound,20,20,20,20,20,0,0,20
Vitamin E,161,161,161,161,161,147,0,161
Vitamins Caps,3,3,3,3,3,0,0,3
Voriconazole,13,13,13,13,13,13,0,13
Vortioxetine,6,6,6,6,6,6,0,6
Warfarin Sodium,37,37,37,37,37,36,0,37
Wasp & Bee Venom Allergy Preparations,10,10,10,10,10,5,0,10
Water for Injection,41,41,41,41,17,41,0,41
Wheat Free Cakes/Pastries,4,4,4,4,4,0,0,4
Wild Cherry Bark,3,3,3,3,3,0,0,3
Wool Alcohols,4,4,4,4,4,0,0,4
Wool Fat,6,6,6,6,6,0,0,6
Wool Fat Hydrous,12,12,12,12,10,1,0,12
Xamoterol Fumarate,2,2,2,2,2,2,0,2
Xanthinol Nicotinate,1,1,1,1,1,1,0,1
Xipamide,2,2,2,2,2,2,0,2
Xylometazoline Hydrochloride,32,32,32,32,32,23,0,32
Yellow Fever,5,5,5,5,5,3,0,5
Yohimbine Hydrochloride,23,23,23,23,23,23,0,23
Zafirlukast,3,3,3,3,3,3,0,3
Zalcitabine,5,5,5,5,5,5,0,5
Zaleplon,4,4,4,4,4,4,0,4
Zanamivir,2,2,2,2,2,2,0,2
Ziconotide Acetate,4,4,4,4,4,4,0,4
Zidovudine,13,13,13,13,13,13,0,13
Zileuton,2,2,2,2,2,2,0,2
Zinc Acetate,6,6,6,6,6,6,0,6
Zinc Oleate,3,3,3,3,3,0,0,3
Zinc Oxide,39,39,39,39,39,2,0,39
Zinc Paste,3,3,3,3,3,1,0,3
Zinc Paste & Calamine,2,2,2,2,2,2,0,2
Zinc Paste & Ichthammol,2,2,2,2,2,1,0,2
"Zinc Paste, Calamine & Clioquinol",2,2,2,2,2,2,0,2
Zinc Peroxide,2,2,2,2,2,1,0,2
Zinc Sulfate,76,76,76,76,75,68,0,76
Zinc Sulfate Monohydrate,4,4,4,4,4,3,0,4
Ziprasidone Hydrochloride,7,7,7,7,7,7,0,7
Zoledronic Acid,12,12,12,12,12,12,0,12
Zolmitriptan,9,9,9,9,9,9,0,9
Zolpidem Tartrate,5,5,5,5,5,5,0,5
Zonisamide,11,11,11,11,11,11,0,11
Zopiclone,17,17,17,17,17,17,0,17
Zotepine,6,6,6,6,6,6,0,6
Zuclopenthixol Acetate,4,4,4,4,4,4,0,4
Zuclopenthixol Decanoate,6,6,6,6,6,6,0,6
Zuclopenthixol Hydrochloride,13,13,13,13,13,12,0,13
