ATC level name,rxcui,rxaui,sab,tty,ATC code,suppress,mapped_to_bnf,combination
Other therapeutic products,1,1,1,1,1,1,1,0
Other therapeutic products in ATC,1,1,1,1,1,1,1,0
Other throat preparations,1,1,1,1,1,1,1,0
Other throat preparations in ATC,1,1,1,1,1,1,1,0
Other topical products for joint and muscular pain,1,1,1,1,1,1,1,0
Other topical products for joint and muscular pain in ATC,1,1,1,1,1,1,1,0
Other urologicals,1,1,1,1,1,1,1,0
Other urologicals in ATC,1,1,1,1,1,1,1,0
Other uterotonics,1,1,1,1,1,1,1,0
Other uterotonics in ATC,1,1,1,1,1,1,1,0
Other vasodilators used in cardiac diseases,1,1,1,1,1,1,1,0
Other vasodilators used in cardiac diseases in ATC,1,1,1,1,1,1,1,0
Other viral vaccines,1,1,1,1,1,1,1,0
Other viral vaccines in ATC,1,1,1,1,1,1,1,0
"Ovulation stimulants, synthetic",1,1,1,1,1,1,1,0
"Oxazol, thiazine, and triazine derivatives",1,1,1,1,1,1,1,0
"Oxazol, thiazine, and triazine derivatives centrally acting muscle relaxants",1,1,1,1,1,1,1,0
Oxazolidine derivatives,1,1,1,1,1,1,1,0
"Oxazolidine derivatives, antiepileptics",1,1,1,1,1,1,1,0
Oxicams,1,1,1,1,1,1,1,0
"Oxicams, antiinflammatory and antirheumatic drugs",1,1,1,1,1,1,1,0
Oxytocin and analogues,1,1,1,1,1,1,1,0
PAIN PALLIATION (BONE SEEKING AGENTS),1,1,1,1,1,1,1,0
PANCREATIC HORMONES,1,1,1,1,1,1,1,0
PARASYMPATHOMIMETICS,1,1,1,1,1,1,1,0
PARATHYROID HORMONES AND ANALOGUES,1,1,1,1,1,1,1,0
PERIPHERAL VASODILATORS,2,2,2,2,2,2,2,0
PERITONEAL DIALYTICS,1,1,1,1,1,1,1,0
PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,1,1,1,1,1,1,1,0
PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,1,1,1,1,1,1,1,0
"PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS, ANTINEOPLASTIC DRUGS",1,1,1,1,1,1,1,0
POSTERIOR PITUITARY LOBE HORMONES,1,1,1,1,1,1,1,0
POTASSIUM,1,1,1,1,1,1,1,0
POTASSIUM SUPPLEMENTS,1,1,1,1,1,1,1,0
POTASSIUM-SPARING AGENTS,1,1,1,1,1,1,1,0
POTASSIUM-SPARING DIURETICS,1,1,1,1,1,1,1,0
PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,1,1,1,1,1,1,1,0
PROGESTOGEN SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,1,1,1,1,1,1,1,0
PROGESTOGENS,1,1,1,1,1,1,1,0
PROGESTOGENS AND ESTROGENS IN COMBINATION,1,1,1,1,1,1,1,0
PROPULSIVES,1,1,1,1,1,1,1,0
PROTECTIVES AGAINST UV-RADIATION,1,1,1,1,1,1,1,0
PROTEIN SUPPLEMENTS,1,1,1,1,1,1,1,0
PSYCHOANALEPTICS,1,1,1,1,1,1,1,0
PSYCHOLEPTICS,1,1,1,1,1,1,1,0
PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION,1,1,1,1,1,1,1,0
"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",1,1,1,1,1,1,1,0
Papaverine and derivatives,1,1,1,1,1,1,1,0
Papaverine and derivatives containing drugs for functional gastrointestinal disorders,1,1,1,1,1,1,1,0
Papillomavirus vaccines,1,1,1,1,1,1,1,0
Paramagnetic contrast media,1,1,1,1,1,1,1,0
Parasympathomimetics,1,1,1,1,1,1,1,0
"Parasympathomimetics, antiglaucoma preparations and miotics",1,1,1,1,1,1,1,0
Parathyroid hormones and analogues,1,1,1,1,1,1,1,0
Penicillamine and similar agents,1,1,1,1,1,1,1,0
Penicillamine and similar antirheumatic agents,1,1,1,1,1,1,1,0
Penicillins with extended spectrum,1,1,1,1,1,1,1,0
Penicillins with extended spectrum combinations,1,1,1,1,1,1,1,1
Perchlorate antithyroid preparations,1,1,1,1,1,1,1,0
Perchlorates,1,1,1,1,1,1,1,0
Peripheral opioid receptor antagonists,1,1,1,1,1,1,1,0
Peripherally acting antiobesity products,1,1,1,1,1,1,1,0
Peroxide anti-acne preparations for topical use,1,1,1,1,1,1,1,0
Peroxides,1,1,1,1,1,1,1,0
Pertussis vaccines,1,1,1,1,1,1,1,0
Phenol and derivatives,1,1,1,1,1,1,1,0
"Phenol and derivatives, antiseptics and disinfectants",1,1,1,1,1,1,1,0
Phenothiazine derivatives,1,1,1,1,1,1,1,0
"Phenothiazine derivatives, systemic antihistamines",1,1,1,1,1,1,1,0
Phenothiazines with aliphatic side-chain,1,1,1,1,1,1,1,0
"Phenothiazines with aliphatic side-chain, antipsychotics",1,1,1,1,1,1,1,0
Phenothiazines with piperazine structure,1,1,1,1,1,1,1,0
"Phenothiazines with piperazine structure, antipsychotics",1,1,1,1,1,1,1,0
Phenothiazines with piperidine structure,1,1,1,1,1,1,1,0
"Phenothiazines with piperidine structure, antipsychotics",1,1,1,1,1,1,1,0
Phenylalkylamine derivatives,2,2,2,2,2,2,2,0
"Phenylalkylamine derivatives, non-selective calcium channel blockers",1,1,1,1,1,1,1,0
"Phenylalkylamine derivatives, selective calcium channel blockers with direct cardiac effects",1,1,1,1,1,1,1,0
Phenylpiperidine derivatives,1,1,1,1,1,1,1,0
"Phenylpiperidine derivatives, opioid analgesics",1,1,1,1,1,1,1,0
Phosphodiesterase inhibitors,1,1,1,1,1,1,1,0
"Phosphodiesterase inhibitors, cardiac stimulant",1,1,1,1,1,1,1,0
Phosphonic acid derivatives,1,1,1,1,1,1,1,0
"Phosphonic acid derivatives, direct acting antivirals",1,1,1,1,1,1,1,0
Piperazine and derivatives,1,1,1,1,1,1,1,0
"Piperazine and derivatives, antinematodal agents",1,1,1,1,1,1,1,0
Piperazine derivatives,1,1,1,1,1,1,1,0
"Piperazine derivatives, systemic antihistamines",1,1,1,1,1,1,1,0
Piperidinedione derivatives,1,1,1,1,1,1,1,0
"Piperidinedione derivatives, hypnotics and sedatives",1,1,1,1,1,1,1,0
Plague vaccines,1,1,1,1,1,1,1,0
Plasters,1,1,1,1,1,1,1,0
Platelet aggregation inhibitor combinations excl. heparin,1,1,1,1,1,1,1,1
Platelet aggregation inhibitors excl. heparin,1,1,1,1,1,1,1,0
Platinum compounds,1,1,1,1,1,1,1,0
"Platinum compounds, antineoplastic drugs",1,1,1,1,1,1,1,0
Pneumococcal vaccines,1,1,1,1,1,1,1,0
Podophyllotoxin derivatives,1,1,1,1,1,1,1,0
"Podophyllotoxin derivatives, antineoplastic drugs",1,1,1,1,1,1,1,0
Poliomyelitis vaccines,1,1,1,1,1,1,1,0
Polymyxins,1,1,1,1,1,1,1,0
Potassium,1,1,1,1,1,1,1,0
Pregnadien derivatives,1,1,1,1,1,1,1,0
"Pregnadien derivatives, progestogens",1,1,1,1,1,1,1,0
Pregnen (4) derivatives,1,1,1,1,1,1,1,0
"Pregnen (4) derivatives, progestogens",1,1,1,1,1,1,1,0
Preparations containing sulfur,1,1,1,1,1,1,1,0
"Preparations containing sulfur, anti-acne preparations for topical use",1,1,1,1,1,1,1,0
Preparations for biliary tract therapy,1,1,1,1,1,1,1,0
Preparations increasing uric acid excretion,1,1,1,1,1,1,1,0
Preparations inhibiting uric acid production,1,1,1,1,1,1,1,0
Preparations with no effect on uric acid metabolism,1,1,1,1,1,1,1,0
Preparations with salicylic acid derivatives,1,1,1,1,1,1,1,0
"Preparations with salicylic acid derivatives, topical for joint and muscle pain",1,1,1,1,1,1,1,0
Progesterone receptor modulators,1,1,1,1,1,1,1,0
"Progesterone receptor modulators, sex hormones and modulators of the genital system",1,1,1,1,1,1,1,0
Progestogen systemic hormonal contraceptives,1,1,1,1,1,1,1,0
Progestogens,2,2,2,2,2,2,2,0
"Progestogens and estrogen systemic contraceptives, fixed combinations",1,1,1,1,1,1,1,0
"Progestogens and estrogens systemic contraceptives, sequential preparations",1,1,1,1,1,1,1,0
"Progestogens and estrogens, fixed combinations",2,2,2,2,2,2,2,0
"Progestogens and estrogens, sequential preparations",2,2,2,2,2,2,2,0
"Progestogens, endocrine therapy drugs",1,1,1,1,1,1,1,0
Prolactine inhibitors,1,1,1,1,1,1,1,0
Propionic acid derivatives,1,1,1,1,1,1,1,0
"Propionic acid derivatives, antiinflammatory and antirheumatic products",1,1,1,1,1,1,1,0
Propulsives,1,1,1,1,1,1,1,0
Prostaglandin analogues,1,1,1,1,1,1,1,0
"Prostaglandin analogues, antiglaucoma drugs and miotics",1,1,1,1,1,1,1,0
Prostaglandin cardiac therapy preparations,1,1,1,1,1,1,1,0
Prostaglandin drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),1,1,1,1,1,1,1,0
Prostaglandins,3,3,3,3,3,3,3,0
"Prostaglandins, oxytocics",1,1,1,1,1,1,1,0
Protease inhibitors,1,1,1,1,1,1,1,0
"Protease inhibitors, direct acting antivirals",1,1,1,1,1,1,1,0
Protectives against UV-radiation for systemic use,1,1,1,1,1,1,1,0
Protectives against UV-radiation for topical use,1,1,1,1,1,1,1,0
Protein kinase inhibitors,1,1,1,1,1,1,1,0
"Protein kinase inhibitors, antineoplastic drugs",1,1,1,1,1,1,1,0
Proteinase inhibitors,1,1,1,1,1,1,1,0
"Proteinase inhibitors, antifibrinolytic",1,1,1,1,1,1,1,0
Proteolytic enzymes,1,1,1,1,1,1,1,0
Proteolytic enzymes for treatment of wounds and ulcers,1,1,1,1,1,1,1,0
Proton pump inhibitors,1,1,1,1,1,1,1,0
Proton pump inhibitors for peptic ulcer and GORD,1,1,1,1,1,1,1,0
Prunus africanae cortex,1,1,1,1,1,1,1,1
Psoralens for systemic use,1,1,1,1,1,1,1,0
Psoralens for topical use,1,1,1,1,1,1,1,0
Psychostimulants in combination with psycholeptics,1,1,1,1,1,1,1,0
"Purine analogs, antimetabolites antineoplastic",1,1,1,1,1,1,1,0
Purine analogues,1,1,1,1,1,1,1,0
Purine derivatives,1,1,1,1,1,1,1,0
"Purine derivatives, peripheral vasodilators",1,1,1,1,1,1,1,0
Pyrazolone derivatives,1,1,1,1,1,1,1,0
"Pyrazolone derivatives, high-ceiling diuretics",1,1,1,1,1,1,1,0
Pyrazolones,1,1,1,1,1,1,1,0
"Pyrazolones, analgesics and antipyretics",1,1,1,1,1,1,1,0
Pyrethrines,1,1,1,1,1,1,1,0
"Pyrethrines, incl. synthetic compounds",1,1,1,1,1,1,1,0
"Pyrethrines, incl. synthetic compounds, ectoparasiticides, incl. scabicides",1,1,1,1,1,1,1,0
Pyrimidine analogues,1,1,1,1,1,1,1,0
"Pyrimidine analogues, antineoplastic antimetabolites",1,1,1,1,1,1,1,0
Pyrimidine derivatives,1,1,1,1,1,1,1,0
Pyrimidine derivatives acting on arteriolar smooth muscle,1,1,1,1,1,1,1,0
QUINOLONE ANTIBACTERIALS,1,1,1,1,1,1,1,0
Quaternary ammonium compounds,1,1,1,1,1,1,1,0
"Quaternary ammonium compounds, antiseptics and disinfectants",1,1,1,1,1,1,1,0
Quinine and derivatives,1,1,1,1,1,1,1,0
Quinine and derivatives for DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,1,1,1,1,1,1,1,0
Quinoline derivative antiinfectives/antiseptics and corticosteroids,1,1,1,1,1,1,1,0
Quinoline derivatives,2,2,2,2,2,2,2,0
Quinoline derivatives and corticosteroids,1,1,1,1,1,1,1,0
Quinoline derivatives and related substances,1,1,1,1,1,1,1,0
"Quinoline derivatives and related substances, antitrematodals",1,1,1,1,1,1,1,0
"Quinoline derivatives, antiseptics and disinfectants",1,1,1,1,1,1,1,0
Quinoline gynecological antiinfectives,1,1,1,1,1,1,1,0
Quinolines,1,1,1,1,1,1,1,0
"Quinolines, antirheumatic drugs",1,1,1,1,1,1,1,0
Quinolone vasodilators,1,1,1,1,1,1,1,0
Quinolone vasodilators used in cardiac diseases,1,1,1,1,1,1,1,0
RENAL SYSTEM,1,1,1,1,1,1,1,0
RENAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,1,1,1,1,1,1,1,0
RESPIRATORY SYSTEM,2,2,2,2,2,2,2,0
RESPIRATORY SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS,1,1,1,1,1,1,1,0
RESPIRATORY SYSTEM DRUGS,1,1,1,1,1,1,1,0
Rabies vaccines,1,1,1,1,1,1,1,0
Rauwolfia alkaloids,1,1,1,1,1,1,1,0
Rauwolfia alkaloids and diuretics in combination,1,1,1,1,1,1,1,0
"Rauwolfia alkaloids, centrally acting antiadrenergic",1,1,1,1,1,1,1,0
Renin-inhibitors,1,1,1,1,1,1,1,0
Respiratory stimulants,1,1,1,1,1,1,1,0
Retinoids for topical use in acne,1,1,1,1,1,1,1,0
Retinoids for treatment of acne,1,1,1,1,1,1,1,0
Retinoids for treatment of psoriasis,1,1,1,1,1,1,1,0
Rota virus diarrhea vaccines,1,1,1,1,1,1,1,0
Rubella vaccines,1,1,1,1,1,1,1,0
SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,1,1,1,1,1,1,1,0
SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,1,1,1,1,1,1,1,0
SENSORY ORGAN DRUGS,1,1,1,1,1,1,1,0
SENSORY ORGANS,1,1,1,1,1,1,1,0
SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,1,1,1,1,1,1,1,0
SKELETON,1,1,1,1,1,1,1,0
SKELETON DIAGNOSTIC RADIOPHARMACEUTICALS,1,1,1,1,1,1,1,0
SPECIFIC ANTIRHEUMATIC AGENTS,1,1,1,1,1,1,1,0
STOMATOLOGICAL PREPARATIONS,2,2,2,2,2,2,2,0
SULFONAMIDES AND TRIMETHOPRIM,1,1,1,1,1,1,1,0
SULFONAMIDES AND TRIMETHOPRIM ANTIBACTERIALS FOR SYSTEMIC USE,1,1,1,1,1,1,1,0
SURGICAL AIDS,1,1,1,1,1,1,1,0
"SURGICAL AIDS, OPHTHALMOLOGIC",1,1,1,1,1,1,1,0
SURGICAL DRESSINGS,1,1,1,1,1,1,1,0
"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",1,1,1,1,1,1,1,0
Sabalis serrulatae fructus,1,1,1,1,1,1,1,1
Salicylic acid and derivatives,1,1,1,1,1,1,1,0
"Salicylic acid and derivatives, analgesics and antipyretics",1,1,1,1,1,1,1,0
Salicylic acid derivative anticestodals,1,1,1,1,1,1,1,0
Salicylic acid derivatives,1,1,1,1,1,1,1,0
Salicylic acid emollient and protective preparations,1,1,1,1,1,1,1,0
Salicylic acid preparations,1,1,1,1,1,1,1,0
Salt irrigating solutions,1,1,1,1,1,1,1,0
Salt solution combinations,1,1,1,1,1,1,1,1
Salt solutions,1,1,1,1,1,1,1,0
Scilla glycosides,1,1,1,1,1,1,1,0
Scilla glycosides used in cardiac therapy,1,1,1,1,1,1,1,0
Sclerosing agents for local injection,1,1,1,1,1,1,1,0
Second-generation cephalosporins,1,1,1,1,1,1,1,0
Secondary and tertiary amines,1,1,1,1,1,1,1,0
"Secondary and tertiary amines, ganglion-blocking antiadrenergic",1,1,1,1,1,1,1,0
Selective beta-2-adrenoreceptor agonist inhalants,1,1,1,1,1,1,1,0
Selective beta-2-adrenoreceptor agonists,2,2,2,2,2,2,2,0
"Selective beta-2-adrenoreceptor agonists, systemic",1,1,1,1,1,1,1,0
Selective estrogen receptor modulators,1,1,1,1,1,1,1,0
Selective immunosuppressants,1,1,1,1,1,1,1,0
Selective serotonin (5HT1) agonists,1,1,1,1,1,1,1,0
"Selective serotonin (5HT1) agonists, antimigraine drugs",1,1,1,1,1,1,1,0
Selective serotonin reuptake inhibitors,1,1,1,1,1,1,1,0
Selenium,1,1,1,1,1,1,1,0
Selenium supplements,1,1,1,1,1,1,1,0
"Sensitivity tests, discs and tablets",1,1,1,1,1,1,1,0
Sensitizers used in photodynamic/radiation therapy,1,1,1,1,1,1,1,0
Serotonin (5HT3) antagonists,1,1,1,1,1,1,1,0
"Serotonin (5HT3) antagonists, antiemetics and antinauseants",1,1,1,1,1,1,1,0
Serotonin antagonists,1,1,1,1,1,1,1,0
Serotonin antagonists and diuretics,1,1,1,1,1,1,1,0
"Serotonin antagonists, antihypertensives",1,1,1,1,1,1,1,0
Serotonin receptor antagonists,1,1,1,1,1,1,1,0
Serotonin receptor antagonists for functional gastrointestinal disorders,1,1,1,1,1,1,1,0
Short-acting sulfonamide combinations,1,1,1,1,1,1,1,1
Short-acting sulfonamides,1,1,1,1,1,1,1,0
Silicone emollient and protective products,1,1,1,1,1,1,1,0
Silicone products,1,1,1,1,1,1,1,0
Silver compounds,1,1,1,1,1,1,1,0
"Silver compounds, antiseptics and disinfectants",1,1,1,1,1,1,1,0
Sodium,1,1,1,1,1,1,1,0
Sodium supplements,1,1,1,1,1,1,1,0
Sodium-glucose co-transporter 2 (SGLT2) inhibitors,1,1,1,1,1,1,1,0
Soft paraffin and fat products,1,1,1,1,1,1,1,0
Soft paraffin dressings,1,1,1,1,1,1,1,0
"Softeners, emollients",1,1,1,1,1,1,1,0
Solutions affecting the electrolyte balance,1,1,1,1,1,1,1,0
Solutions for parenteral nutrition,1,1,1,1,1,1,1,0
Solutions producing osmotic diuresis,1,1,1,1,1,1,1,0
"Solvents and diluting agents, incl. irrigating solutions",1,1,1,1,1,1,1,0
Somatostatin and analogues,1,1,1,1,1,1,1,0
Somatropin and somatropin agonists,1,1,1,1,1,1,1,0
Specific immunoglobulin combinations,1,1,1,1,1,1,1,1
Specific immunoglobulins,1,1,1,1,1,1,1,0
Steroid antibacterials,1,1,1,1,1,1,1,0
Stomi equipment,1,1,1,1,1,1,1,0
Streptogramins,1,1,1,1,1,1,1,0
Streptomycins,1,1,1,1,1,1,1,0
Strophanthus glycosides,1,1,1,1,1,1,1,0
Strophanthus glycosides used in cardiac therapy,1,1,1,1,1,1,1,0
Substituted alkylamines,1,1,1,1,1,1,1,0
"Substituted alkylamines, systemic antihistamines",1,1,1,1,1,1,1,0
Substituted ethylene diamines,1,1,1,1,1,1,1,0
"Substituted ethylene diamines, systemic antihistamines",1,1,1,1,1,1,1,0
Succinimide derivatives,1,1,1,1,1,1,1,0
"Succinimide derivatives, antiepileptics",1,1,1,1,1,1,1,0
Sulfonamides,4,4,4,4,4,4,4,0
Sulfonamides (heterocyclic),1,1,1,1,1,1,1,0
"Sulfonamides (heterocyclic), blood glucose lowering drugs",1,1,1,1,1,1,1,0
Sulfonamides and corticosteroids,1,1,1,1,1,1,1,0
Sulfonamides and potassium in combination,2,2,2,2,2,2,2,0
"Sulfonamides and potassium in combination, high-ceiling diruetics, excluding thiazides",1,1,1,1,1,1,1,0
"Sulfonamides and potassium in combination, low-ceiling diruetics, excluding thiazides",1,1,1,1,1,1,1,0
Sulfonamides antiinfectives/antiseptics and corticosteroids,1,1,1,1,1,1,1,0
"Sulfonamides, Gynecological",1,1,1,1,1,1,1,0
"Sulfonamides, combinations with other drugs",1,1,1,1,1,1,1,0
"Sulfonamides, intestinal antiinfectives",1,1,1,1,1,1,1,0
"Sulfonamides, ophthalmologic antiinfectives",1,1,1,1,1,1,1,0
"Sulfonamides, plain",2,2,2,2,2,2,2,0
"Sulfonamides, topical",1,1,1,1,1,1,1,0
Sulfonium derivatives,1,1,1,1,1,1,1,0
"Sulfonium derivatives, ganglion-blocking adreneregic",1,1,1,1,1,1,1,0
Sulfonylureas,1,1,1,1,1,1,1,0
Sulfonylureas for blood glucose lowering,1,1,1,1,1,1,1,0
Sulfur containing product ectoparasiticides,1,1,1,1,1,1,1,0
Sulfur containing products,1,1,1,1,1,1,1,0
Sulfur-containing imidazole derivatives,1,1,1,1,1,1,1,0
"Sulfur-containing imidazole derivatives, antithyroid preparations",1,1,1,1,1,1,1,0
Superparamagnetic contrast media,1,1,1,1,1,1,1,0
Sympathomimetics,1,1,1,1,1,1,1,0
Sympathomimetics excl. antiglaucoma preparations,1,1,1,1,1,1,1,0
Sympathomimetics in glaucoma therapy,1,1,1,1,1,1,1,0
Sympathomimetics used as decongestants,1,1,1,1,1,1,1,0
"Sympathomimetics, combinations excl. corticosteroids",1,1,1,1,1,1,1,0
"Sympathomimetics, labour repressants",1,1,1,1,1,1,1,0
"Sympathomimetics, plain",1,1,1,1,1,1,1,0
Synthetic anticholinergic agents in combination with analgesics,1,1,1,1,1,1,1,0
Synthetic anticholinergic agents in combination with psycholeptics,1,1,1,1,1,1,1,0
"Synthetic anticholinergics, esters with tertiary amino group",1,1,1,1,1,1,1,0
"Synthetic anticholinergics, esters with tertiary amino group for functional gastrointestinal disorders",1,1,1,1,1,1,1,0
"Synthetic anticholinergics, quaternary ammonium compounds",1,1,1,1,1,1,1,0
"Synthetic anticholinergics, quaternary ammonium compounds for functional gastrointestinal disorders",1,1,1,1,1,1,1,0
"Synthetic antispasmodics, amides with tertiary amines",1,1,1,1,1,1,1,0
"Synthetic antispasmodics, amides with tertiary amines for functional gastrointestinal disorders",1,1,1,1,1,1,1,0
"Synthetic estrogens, plain",1,1,1,1,1,1,1,0
TETRACYCLINES,1,1,1,1,1,1,1,0
THERAPEUTIC RADIOPHARMACEUTICALS,1,1,1,1,1,1,1,0
THROAT PREPARATIONS,2,2,2,2,2,2,2,0
THYROID,1,1,1,1,1,1,1,0
THYROID DIAGNOSTIC RADIOPHARMACEUTICALS,1,1,1,1,1,1,1,0
THYROID PREPARATIONS,1,1,1,1,1,1,1,0
THYROID THERAPY,1,1,1,1,1,1,1,0
THYROID THERAPY DRUGS,1,1,1,1,1,1,1,0
TONICS,2,2,2,2,2,2,2,0
TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,2,2,2,2,2,2,2,0
TUMOUR DETECTION,1,1,1,1,1,1,1,0
TUMOUR DETECTION RADIOPHARMACEUTICALS,1,1,1,1,1,1,1,0
Tars,1,1,1,1,1,1,1,0
"Tars, topical antipsoriatics",1,1,1,1,1,1,1,0
Taxanes,1,1,1,1,1,1,1,0
"Taxanes, antineoplastic",1,1,1,1,1,1,1,0
Technetium (99mTc) compounds,7,7,7,7,7,7,7,0
"Technetium (99mTc), inhalants",1,1,1,1,1,1,1,0
"Technetium (99mTc), particles and colloids",1,1,1,1,1,1,1,0
"Technetium (99mTc), particles for injection",1,1,1,1,1,1,1,0
"Technetium 99m compounds, cardiovascular system diagnostic radiopharmaceuticals",1,1,1,1,1,1,1,0
"Technetium 99m compounds, central nervous system diagnostic radiopharmaceuticals",1,1,1,1,1,1,1,0
"Technetium 99m compounds, hepatic and reticulo endothelial system diagnostic radiopharmaceuticals",1,1,1,1,1,1,1,0
"Technetium 99m compounds, inflammation and infection detection radiopharmaceuticals",1,1,1,1,1,1,1,0
"Technetium 99m compounds, renal system diagnostic radiopharmaceuticals",1,1,1,1,1,1,1,0
"Technetium 99m compounds, skeletal system diagnostic radiopharmaceuticals",1,1,1,1,1,1,1,0
"Technetium 99m compounds, tumor detection radiopharmaceuticals",1,1,1,1,1,1,1,0
Technetium 99m particles and colloid diagnostic radiopharmaceuticals for hepatic and reticulo endothelial system,1,1,1,1,1,1,1,0
Technical disinfectants,1,1,1,1,1,1,1,0
Tertiary amines,1,1,1,1,1,1,1,0
"Tertiary amines, anticholinergic",1,1,1,1,1,1,1,0
Testosterone-5-alpha reductase inhibitors,1,1,1,1,1,1,1,0
Testosterone-5-alpha reductase inhibitors for benign prostatic hypertrophy,1,1,1,1,1,1,1,0
Tests for allergic diseases,1,1,1,1,1,1,1,0
Tests for bile duct patency,1,1,1,1,1,1,1,0
Tests for diabetes,1,1,1,1,1,1,1,0
Tests for fat absorption,1,1,1,1,1,1,1,0
Tests for fertility disturbances,1,1,1,1,1,1,1,0
Tests for gastric secretion,1,1,1,1,1,1,1,0
Tests for liver functional capacity,1,1,1,1,1,1,1,0
Tests for pancreatic function,1,1,1,1,1,1,1,0
Tests for pituitary function,1,1,1,1,1,1,1,0
Tests for renal function and ureteral injuries,1,1,1,1,1,1,1,0
Tests for thyreoidea function,1,1,1,1,1,1,1,0
Tetanus vaccines,1,1,1,1,1,1,1,0
Tetracycline and derivatives,1,1,1,1,1,1,1,0
"Tetracycline and derivatives, topical antibiotics",1,1,1,1,1,1,1,0
Tetracycline antibiotics,1,1,1,1,1,1,1,0
Tetracyclines,1,1,1,1,1,1,1,0
Tetrahydropyrimidine derivatives,1,1,1,1,1,1,1,0
"Tetrahydropyrimidine derivatives, antinematodal",1,1,1,1,1,1,1,0
Thiazide derivatives,1,1,1,1,1,1,1,0
Thiazide derivatives acting on arteriolar smooth muscle,1,1,1,1,1,1,1,0
Thiazides and potassium in combination,1,1,1,1,1,1,1,0
"Thiazides, combinations with other drugs",1,1,1,1,1,1,1,0
"Thiazides, combinations with psycholeptics and/or analgesics",1,1,1,1,1,1,1,0
"Thiazides, plain",1,1,1,1,1,1,1,0
Thiazolidinediones,1,1,1,1,1,1,1,0
"Thiazolidinediones, blood glucose lowering drugs",1,1,1,1,1,1,1,0
Thiocarbamide derivatives,1,1,1,1,1,1,1,0
Thiocarbamide derivatives for treatment of tuberculosis,1,1,1,1,1,1,1,0
Thiosemicarbazones,1,1,1,1,1,1,1,0
"Thiosemicarbazones, direct acting antivirals",1,1,1,1,1,1,1,0
Thiouracil antithyroid preparations,1,1,1,1,1,1,1,0
Thiouracils,1,1,1,1,1,1,1,0
Thioxanthene derivatives,1,1,1,1,1,1,1,0
"Thioxanthene derivatives, antipsychotic",1,1,1,1,1,1,1,0
Third-generation cephalosporins,1,1,1,1,1,1,1,0
Thyroid hormones,1,1,1,1,1,1,1,0
Thyrotropin,1,1,1,1,1,1,1,0
Thyrotropin Class in ATC,1,1,1,1,1,1,1,0
Tissue adhesives,1,1,1,1,1,1,1,0
Triazole derivatives,2,2,2,2,2,2,2,0
"Triazole derivatives, gynecological antiinfectives and antiseptics",1,1,1,1,1,1,1,0
"Triazole derivatives, systemic antimycotics",1,1,1,1,1,1,1,0
Trimethoprim and derivatives,1,1,1,1,1,1,1,0
"Trimethoprim and derivatives, systemic antibacterials",1,1,1,1,1,1,1,0
Tuberculosis diagnostics,1,1,1,1,1,1,1,0
Tuberculosis diagnostics agents,1,1,1,1,1,1,1,0
Tuberculosis vaccines,1,1,1,1,1,1,1,0
Tumor necrosis factor alpha (TNF-) inhibitors,1,1,1,1,1,1,1,0
Typhoid vaccines,1,1,1,1,1,1,1,0
Typhus (exanthematicus) vaccines,1,1,1,1,1,1,1,0
Tyrosine hydroxylase inhibitors,1,1,1,1,1,1,1,0
"Tyrosine hydroxylase inhibitors, antihypertensives",1,1,1,1,1,1,1,0
ULTRASOUND CONTRAST MEDIA,1,1,1,1,1,1,1,0
URINE TEST DRUGS,1,1,1,1,1,1,1,0
URINE TESTS,1,1,1,1,1,1,1,0
UROLOGICALS,2,2,2,2,2,2,2,0
UTEROTONICS,1,1,1,1,1,1,1,0
Ultrasound contrast media,1,1,1,1,1,1,1,0
Urinary concrement solvents,1,1,1,1,1,1,1,0
VACCINES,1,1,1,1,1,1,1,0
VARIOUS,1,1,1,1,1,1,1,0
VARIOUS DRUG CLASSES IN ATC,1,1,1,1,1,1,1,0
VASODILATORS USED IN CARDIAC DISEASES,1,1,1,1,1,1,1,0
VASOPROTECTIVES,1,1,1,1,1,1,1,0
VIRAL VACCINES,1,1,1,1,1,1,1,0
"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",1,1,1,1,1,1,1,0
"VITAMIN B-COMPLEX, INCL. COMBINATIONS",1,1,1,1,1,1,1,0
"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",1,1,1,1,1,1,1,0
